user,GENDER,AGE,REGION,MUSIC,0,1,2,3,4,Q_POP,Q_NEW_MUSIC,Q_DANCE,LIST
23694,1,5,Midlands,2,0,0,0,0,0,2,0,0,0
35273,0,1,South,3,-1,0,0,0,0,3,2,2,1
46936,0,4,South,2,0,0,0,-1,0,0,0,0,2
17373,0,1,Midlands,4,0,0,0,0,0,3,2,0,0
44701,0,5,Midlands,3,0,0,0,1,0,3,2,1,1
19845,1,4,North,2,1,0,0,0,1,2,0,0,0
5039,0,5,North,3,1,0,1,0,0,2,1,0,1
50784,0,4,Midlands,4,0,0,0,0,0,1,3,0,0
36860,1,3,North,4,1,0,0,1,0,2,3,2,0
2618,0,3,North,3,0,0,1,0,0,2,2,0,1
29780,1,1,North,4,1,1,0,0,0,2,2,1,1
3118,1,6,South,3,1,0,0,0,0,0,0,0,1
11331,1,2,South,3,0,0,0,0,1,1,1,1,2
2928,1,4,South,2,0,0,1,0,0,2,1,1,1
44425,0,2,Midlands,4,0,0,0,1,0,2,2,2,1
9432,1,4,Midlands,4,0,0,1,0,0,1,2,1,1
5963,0,2,Midlands,2,0,0,1,0,0,0,1,1,1
47922,1,2,Midlands,2,0,0,0,1,0,1,2,1,1
35890,0,3,South,2,-1,-1,0,0,0,0,0,0,0
45091,1,3,South,4,0,0,0,0,0,3,2,3,1
40150,1,1,South,3,1,0,0,0,0,2,2,1,1
18501,1,2,North,4,0,0,0,0,0,3,2,0,1
21635,0,1,Midlands,4,1,0,0,0,0,3,3,0,1
37492,1,2,North,3,1,0,0,-1,0,2,2,1,0
5348,1,4,Midlands,2,1,0,0,0,0,1,0,0,1
21004,1,4,North,2,0,0,0,0,0,2,2,2,1
11629,0,3,North,4,-1,0,0,0,0,1,3,0,1
47048,0,3,Midlands,3,0,0,0,-1,0,2,2,0,1
39397,1,6,North,3,-1,0,0,0,0,2,1,1,6
22324,1,5,Midlands,4,1,0,0,0,0,2,2,0,1
20559,0,4,Midlands,4,-1,0,0,0,0,0,2,1,1
11376,1,5,South,2,-1,0,0,0,-1,0,1,0,1
3226,1,6,South,2,1,0,0,0,0,0,0,0,0
45625,1,6,South,2,0,0,0,0,0,1,1,0,0
14510,0,3,South,3,0,0,0,0,1,1,1,0,1
9601,1,2,North,4,1,0,1,0,0,3,2,3,2
10184,0,4,South,3,-1,0,1,0,0,2,1,0,2
31393,0,4,South,2,0,0,0,0,0,2,1,2,1
14086,1,2,South,3,0,0,0,0,0,2,2,3,0
27504,1,3,North,3,0,0,0,0,0,2,1,0,0
19871,0,5,North,0,0,0,0,0,0,0,0,0,1
1920,0,6,North,3,0,0,1,0,0,2,2,0,1
5241,1,7,Midlands,3,1,0,1,0,0,1,1,2,1
29119,0,3,South,4,0,1,0,0,0,3,3,0,3
28617,1,5,South,3,0,0,0,0,0,2,1,1,2
20976,1,2,North,4,-1,0,0,0,1,2,2,1,4
12770,1,3,Midlands,2,1,0,0,0,1,1,1,0,0
4534,0,3,Midlands,3,1,0,1,0,0,2,2,1,1
27906,0,1,North,3,0,1,0,0,0,3,2,1,1
39223,1,4,Midlands,4,-1,0,0,0,0,2,2,0,2
13255,0,5,North,2,1,0,0,0,0,3,0,1,0
34086,1,5,South,4,0,0,0,0,0,0,1,0,1
33823,1,5,Midlands,3,1,0,0,0,0,1,2,2,0
41380,0,4,South,2,0,0,0,0,0,2,0,0,0
39938,0,4,Midlands,2,1,0,0,0,0,2,1,0,0
36153,0,6,Midlands,2,0,0,0,0,0,2,2,2,0
34572,1,5,South,3,-1,-1,0,0,0,2,1,1,0
44927,0,5,South,3,0,0,0,0,0,0,1,0,1
17797,0,4,South,1,0,0,0,0,0,1,1,1,0
3763,0,4,South,2,1,0,0,0,0,2,1,0,0
12704,1,4,North,2,0,0,0,0,0,1,1,0,0
44799,1,3,North,4,0,0,0,0,0,2,3,2,0
43570,0,6,Midlands,2,0,0,0,0,0,2,0,0,0
25735,1,1,North,4,0,1,0,0,0,2,2,1,1
37493,1,3,Midlands,2,1,0,0,1,0,2,2,3,1
48974,0,3,Midlands,3,0,0,0,1,0,2,2,0,5
23714,1,3,South,4,1,0,0,0,0,2,2,2,2
40085,1,4,Midlands,4,1,0,0,0,0,1,2,2,2
23105,0,1,Midlands,4,0,0,0,0,0,3,2,1,1
45677,0,7,North,2,0,0,0,0,0,0,0,0,1
29708,1,1,South,3,0,0,0,0,0,2,2,1,1
17370,1,5,South,3,1,0,0,0,1,2,1,1,2
43843,1,1,South,3,0,0,0,0,0,2,2,0,0
35208,0,2,North,4,1,1,0,0,0,3,2,2,0
47043,1,3,North,3,0,0,0,-1,0,3,1,0,2
38138,1,3,South,3,1,0,0,-1,0,1,0,0,0
24589,1,4,North,4,1,0,0,0,0,0,2,0,1
38170,0,4,North,3,1,0,0,1,0,3,2,0,2
18688,1,3,South,3,0,0,0,0,1,1,1,1,2
41139,0,1,South,3,0,0,0,1,0,2,2,2,0
40234,0,5,South,3,1,0,0,0,0,3,2,0,1
35705,1,6,South,1,1,1,0,0,0,0,0,0,0
3698,0,6,South,2,1,0,1,0,0,0,0,0,0
39684,1,3,South,3,1,0,0,0,0,2,1,2,2
13637,1,6,Midlands,3,0,0,0,0,0,0,1,1,1
18930,0,3,North,3,1,0,0,0,1,2,1,1,1
34406,0,5,Midlands,3,1,1,0,0,0,3,2,2,0
46787,0,2,North,2,0,0,0,1,0,2,1,3,0
48297,1,5,Midlands,4,1,0,0,1,0,2,2,3,0
26847,1,6,South,3,0,0,0,0,0,1,1,0,1
17948,0,5,Midlands,4,1,0,0,0,1,3,2,1,1
31397,0,5,Midlands,3,0,1,0,0,0,3,3,1,0
16419,0,5,North,2,1,0,0,0,1,2,0,0,1
32223,1,6,North,3,1,0,0,0,0,2,1,0,2
17939,0,1,North,2,0,0,0,0,0,2,2,2,1
46122,0,2,North,2,0,0,0,0,0,2,1,1,1
50422,1,1,South,2,0,0,0,1,0,2,1,0,0
39381,0,5,North,1,-1,0,0,0,0,1,0,0,1
44620,1,5,South,3,0,0,0,0,0,2,2,0,1
9142,0,6,South,2,0,0,1,0,0,0,1,0,1
25969,0,2,North,3,0,0,0,0,0,2,2,1,1
28432,1,5,South,2,0,0,0,0,0,1,1,1,4
1688,0,4,Midlands,3,0,0,0,0,0,3,1,1,0
3819,0,2,North,0,0,0,0,0,0,0,0,0,0
50732,1,5,South,3,0,0,0,1,0,2,2,0,0
42973,0,3,South,3,0,0,0,0,0,3,2,1,1
42551,0,4,North,2,0,0,0,0,0,1,2,0,0
7725,0,2,Midlands,3,1,0,1,0,0,2,2,2,2
5287,0,2,Midlands,1,0,0,0,0,0,2,0,0,0
38289,0,5,Midlands,4,1,0,0,0,0,0,2,0,1
34242,1,3,Midlands,4,1,-1,0,0,0,2,2,2,3
15518,1,3,North,2,1,0,0,0,1,2,2,1,1
7978,0,6,South,3,1,0,1,0,0,3,1,1,1
43115,1,2,South,4,0,0,0,1,0,3,2,3,0
20305,1,3,North,0,1,0,0,0,-1,2,2,2,1
14713,1,6,South,3,0,0,0,0,-1,1,1,2,0
30870,0,2,North,4,0,1,0,0,0,2,3,0,1
11755,0,1,South,3,1,0,0,0,0,1,2,1,1
49800,1,4,North,3,1,0,0,1,0,1,1,1,1
36385,0,5,South,3,1,0,0,1,0,1,0,0,1
38091,1,4,North,2,1,0,0,-1,0,3,1,1,0
27133,1,6,North,2,0,0,0,0,0,2,1,0,0
16109,1,6,Midlands,0,-1,0,0,0,0,0,0,0,0
20093,0,4,South,4,1,0,0,0,1,3,2,0,1
23329,0,1,South,4,0,0,0,0,0,3,2,1,1
45340,1,6,North,2,0,0,0,1,0,1,1,0,6
4008,1,3,South,4,0,0,-1,0,0,1,3,1,1
4352,0,1,North,3,1,0,1,0,0,0,1,1,0
17830,1,5,Midlands,2,-1,0,0,0,1,0,0,0,1
12368,0,2,North,3,-1,0,0,0,1,2,1,1,0
25769,0,6,Midlands,3,0,1,0,0,0,1,1,0,2
8129,1,6,Midlands,2,0,0,0,0,0,0,0,0,0
24577,0,4,North,4,-1,0,0,0,0,3,2,1,1
45114,1,4,North,3,0,0,0,1,0,3,2,2,0
16003,1,4,North,3,1,0,0,0,1,1,2,2,1
25119,0,5,North,3,0,0,0,0,0,0,1,0,2
38361,1,3,Midlands,2,1,0,0,1,0,1,2,0,0
6603,1,4,North,2,0,0,1,0,0,2,2,2,1
26703,0,6,South,2,0,-1,0,0,0,2,2,0,0
32133,0,6,Midlands,2,0,1,0,0,0,2,1,0,0
27381,1,3,South,3,0,0,0,0,0,2,2,0,0
33040,0,5,South,2,1,0,0,0,0,0,0,0,1
2982,0,6,North,4,0,0,1,0,0,1,2,0,1
43909,1,6,North,3,0,0,0,0,0,0,1,0,0
41950,1,2,North,2,0,0,0,1,0,2,1,1,1
18591,0,2,Midlands,2,1,0,0,0,0,1,1,2,0
41994,1,4,South,4,0,0,0,0,0,2,3,3,5
35651,0,3,South,3,1,0,0,0,0,1,2,0,0
29068,0,4,North,4,1,0,0,0,0,3,3,3,0
10660,1,5,Midlands,3,1,0,0,0,0,2,1,0,1
364,1,4,Midlands,2,0,0,0,0,0,1,1,1,0
15236,0,4,North,2,1,0,0,0,0,2,2,2,1
18074,1,3,South,3,0,0,0,0,0,2,2,2,1
24226,1,4,Midlands,3,0,0,0,0,0,2,2,0,0
13755,0,6,South,4,1,0,0,0,1,0,0,0,1
2531,0,5,South,2,0,0,1,0,0,2,1,0,1
4619,0,1,Midlands,3,1,0,1,0,0,3,2,2,4
41707,1,4,North,2,0,0,0,1,0,2,2,0,0
43409,0,2,North,3,0,0,0,0,0,1,2,1,0
36959,0,5,South,2,1,0,0,-1,0,0,0,0,1
41075,1,8,South,2,0,0,0,0,0,0,0,0,0
9684,0,2,South,4,1,0,1,0,0,2,2,2,2
38285,1,4,Midlands,4,1,0,0,1,0,1,2,2,1
38534,0,2,Northern Ireland,4,1,0,0,0,0,3,3,3,1
9032,1,2,South,4,1,0,1,0,0,1,1,1,1
30284,1,4,South,3,0,1,0,0,0,3,1,2,5
20332,0,5,Midlands,2,1,0,0,0,-1,2,1,0,3
22799,0,6,South,3,1,0,0,0,0,2,1,0,0
16571,1,4,North,3,1,0,0,0,1,2,1,1,1
19910,1,4,South,4,1,0,0,0,0,2,1,0,1
29407,0,3,North,2,0,1,0,0,0,2,1,1,0
35771,1,3,South,1,-1,1,0,0,0,2,3,0,0
18487,0,6,North,3,1,0,0,0,-1,2,2,1,0
37895,1,4,Midlands,2,1,0,0,1,0,2,1,0,2
518,0,6,North,2,1,0,0,0,0,3,3,0,2
24314,1,7,North,2,1,0,0,0,0,2,1,0,2
48707,1,5,North,0,0,0,0,0,0,2,1,0,0
12381,0,5,Midlands,4,1,0,0,0,0,2,2,0,2
15884,0,3,North,3,0,0,0,0,1,2,3,0,3
12856,1,2,North,3,0,0,0,0,0,2,2,1,0
44607,0,4,North,2,0,0,0,1,0,2,1,2,0
17566,0,2,South,4,1,0,0,0,1,2,2,0,1
28442,0,2,South,3,0,0,0,0,0,3,0,0,0
35143,1,6,Midlands,4,1,1,0,0,0,2,2,2,0
2167,1,5,South,4,0,0,0,0,0,0,2,0,1
8147,1,6,North,3,0,0,1,0,0,2,2,1,1
34456,0,4,Midlands,2,1,-1,0,0,0,2,1,2,0
48468,0,5,South,2,0,0,0,0,0,0,0,0,0
17281,0,6,Midlands,3,0,0,0,0,0,0,0,0,0
47435,1,2,Midlands,4,0,0,0,0,0,2,3,2,2
43531,0,1,North,4,0,0,0,1,0,0,0,2,1
10634,1,5,Midlands,4,1,0,0,0,0,3,1,0,1
12631,0,3,North,3,0,0,0,0,1,2,1,1,0
42374,0,5,North,3,0,0,0,0,0,2,1,0,5
47840,0,3,South,2,1,0,0,1,0,1,2,1,1
1215,0,3,North,3,1,0,0,0,0,3,3,1,2
31750,1,3,North,3,1,1,0,0,0,1,2,1,1
32915,1,2,South,4,1,0,0,0,0,2,2,1,2
38416,1,1,South,4,1,0,0,0,0,2,3,3,1
47324,0,2,North,3,0,0,0,1,0,3,2,0,2
43323,1,2,North,4,0,0,0,0,0,2,3,1,1
44527,0,2,North,3,0,0,0,0,0,2,1,2,1
35617,0,3,North,1,1,1,0,0,0,2,1,0,2
49741,1,5,South,3,1,0,0,-1,0,2,2,1,0
12531,1,4,North,3,0,0,0,0,0,2,1,0,0
48863,1,4,Midlands,3,0,0,0,1,0,2,1,1,3
10986,1,4,North,4,-1,0,0,0,0,3,1,0,1
40425,1,5,North,3,0,0,0,0,0,1,1,1,1
8893,0,7,South,2,-1,0,1,0,0,2,0,0,0
37948,1,6,Midlands,4,1,0,0,1,0,2,2,0,0
35421,1,5,Midlands,4,-1,-1,0,0,0,2,2,0,2
40845,1,5,Midlands,3,1,0,0,0,0,2,1,0,0
4918,1,5,North,2,0,0,1,0,0,0,1,0,1
2003,0,2,Midlands,4,1,0,1,0,0,1,2,2,2
5470,0,5,North,2,1,0,1,0,0,1,1,0,5
18656,0,3,Midlands,4,1,0,0,0,0,2,3,0,1
39437,1,5,Midlands,3,-1,0,0,0,0,2,1,1,1
15904,1,4,North,4,1,0,0,0,-1,2,3,1,1
15334,1,3,South,4,1,0,0,0,0,3,2,2,2
3538,0,2,North,3,0,0,0,0,0,1,0,0,0
4505,1,4,North,3,0,0,1,0,0,2,1,1,2
40783,1,3,North,4,1,0,0,0,0,1,1,0,1
46324,1,3,Midlands,3,0,0,0,1,0,1,2,2,1
770,0,2,South,1,1,0,0,0,0,1,1,2,0
42139,1,5,North,2,0,0,0,0,0,1,1,0,0
27190,0,4,Midlands,4,0,1,0,0,0,3,2,3,2
44329,1,4,North,4,0,0,0,1,0,1,2,1,2
37935,0,3,Midlands,2,1,0,0,-1,0,2,1,0,6
46429,0,3,North,3,0,0,0,1,0,3,1,0,1
48307,0,4,Midlands,2,1,0,0,1,0,2,1,0,0
15215,0,3,Midlands,4,0,0,0,0,1,2,2,1,1
10232,0,5,Midlands,3,0,0,1,0,0,3,2,0,2
30471,0,2,South,3,0,0,0,0,0,1,2,0,2
2077,1,4,North,3,1,0,1,0,0,3,2,2,1
33375,0,1,Midlands,2,1,0,0,0,0,2,2,2,0
12541,0,4,South,4,0,0,0,0,1,3,2,2,1
27733,0,8,Midlands,2,0,1,0,0,0,3,2,2,2
7569,1,1,North,0,0,0,0,0,0,0,0,0,0
47935,1,6,North,2,1,0,0,1,0,2,1,0,0
30252,1,3,North,2,1,1,0,0,0,2,0,0,1
45205,0,4,South,3,0,0,0,0,0,2,1,0,0
20396,0,2,Midlands,3,1,0,0,0,0,2,2,1,1
40799,1,3,Midlands,3,0,0,0,0,0,2,0,0,0
10409,0,2,North,3,1,0,0,0,0,1,2,0,1
25429,0,5,North,3,0,0,0,0,0,2,2,2,0
50074,1,5,North,4,-1,0,0,1,0,1,2,0,1
6293,0,6,Midlands,3,0,0,0,0,0,1,2,0,1
35488,0,5,South,2,1,1,0,0,0,2,1,0,1
29568,1,3,North,3,1,1,0,0,0,1,2,1,0
13044,1,6,South,1,1,0,0,0,0,1,0,0,0
21069,1,2,South,0,0,0,0,0,1,1,2,1,1
22876,0,4,South,2,0,0,0,0,0,2,0,0,2
25965,0,4,Midlands,4,0,0,0,0,0,3,3,1,0
23038,0,2,North,4,0,0,0,0,0,3,2,3,1
48574,0,4,North,3,0,0,0,0,0,2,1,1,1
15550,1,3,Midlands,4,1,0,0,0,1,2,3,2,2
3433,1,6,Midlands,2,0,0,0,0,0,2,1,1,0
50363,0,1,South,3,0,0,0,1,0,2,2,0,0
48807,1,4,Midlands,4,-1,0,0,0,0,2,2,0,0
32229,0,2,North,4,1,0,0,0,0,2,2,1,1
47502,1,1,South,4,1,0,0,1,0,3,3,3,5
11944,1,1,South,4,1,0,0,0,1,1,2,1,1
41190,1,1,South,4,0,0,0,0,0,2,3,2,1
15527,0,3,North,3,1,0,0,0,1,3,2,2,1
28714,0,6,Midlands,2,0,0,0,0,0,2,1,2,1
15184,1,5,North,2,0,0,0,0,0,2,1,0,1
33515,0,1,North,4,1,0,0,0,0,3,3,1,1
27859,0,1,South,3,0,1,0,0,0,3,1,2,0
16866,1,5,Midlands,4,0,0,0,0,1,0,1,0,1
2875,1,4,South,4,1,0,-1,0,0,2,3,2,0
13057,0,6,Midlands,3,0,0,0,0,0,2,2,1,0
5408,1,5,North,3,1,0,0,0,0,2,2,0,1
48921,0,4,North,3,0,0,0,1,0,3,2,3,1
50466,0,3,South,2,0,0,0,1,0,2,3,2,1
31728,0,5,Midlands,1,-1,-1,0,0,0,1,1,0,0
210,0,2,North,3,1,0,0,0,0,2,1,1,1
34979,0,3,Midlands,3,1,1,0,0,0,2,2,2,1
48281,1,4,South,3,0,0,0,1,0,3,2,1,0
19080,1,2,Midlands,3,0,0,0,0,0,1,1,2,3
34121,1,6,South,2,0,0,0,0,0,2,1,0,4
15025,0,6,South,3,1,0,0,0,1,1,0,0,1
29479,0,3,North,1,0,-1,0,0,0,2,1,1,0
3725,0,6,Midlands,2,1,0,0,0,0,1,0,1,0
6436,1,6,Midlands,2,1,0,-1,0,0,1,2,1,0
32907,0,5,Midlands,3,1,0,0,0,0,2,2,0,1
14079,0,1,South,4,0,0,0,0,1,3,2,1,2
15854,1,1,Midlands,4,1,0,0,0,1,2,3,0,1
49023,1,2,Midlands,4,0,0,0,1,0,2,2,2,2
34483,0,4,Midlands,1,1,1,0,0,0,1,0,2,3
3463,1,4,Midlands,4,1,0,1,0,0,3,3,3,2
37742,0,4,South,2,1,0,0,-1,0,1,1,0,2
20176,0,5,South,3,1,0,0,0,-1,2,2,0,0
49458,0,3,Midlands,2,1,0,0,-1,0,2,2,2,0
13479,1,2,North,3,0,0,0,0,0,0,1,1,0
38704,0,1,South,4,1,0,0,0,0,2,2,1,1
12256,0,4,South,3,0,0,0,0,0,3,1,2,0
11020,0,5,North,3,0,0,0,0,0,2,1,0,2
18979,1,4,Midlands,3,1,0,0,0,-1,2,2,2,2
9839,1,6,South,3,1,0,1,0,0,1,0,3,1
11844,1,2,Midlands,4,0,0,0,0,1,2,3,1,1
32452,1,7,Midlands,2,1,0,0,0,0,1,0,0,1
26248,0,1,Midlands,3,0,0,0,0,0,2,1,0,1
39613,0,3,Midlands,2,1,0,0,0,0,2,2,1,1
42436,1,4,Midlands,4,0,0,0,0,0,0,2,0,0
2104,1,4,Midlands,4,0,0,0,0,0,1,2,0,0
3498,0,4,South,3,0,0,1,0,0,3,1,3,6
42273,0,6,Midlands,4,0,0,0,0,0,2,2,0,2
11685,0,4,North,2,1,0,0,0,0,1,0,2,1
34058,0,5,South,3,1,1,0,0,0,3,1,2,0
7302,0,5,Northern Ireland,2,0,0,0,0,0,0,0,0,1
4126,1,1,North,4,-1,0,1,0,0,1,3,1,2
32521,1,3,Midlands,3,1,0,0,0,0,2,1,0,2
27377,0,6,South,2,0,1,0,0,0,2,0,2,2
35172,1,2,Midlands,2,1,-1,0,0,0,1,1,0,1
29602,0,4,North,2,0,0,0,0,0,2,1,0,0
49515,0,3,Midlands,3,1,0,0,1,0,1,2,1,0
13923,0,1,North,4,0,0,0,0,1,3,3,0,2
19780,0,3,North,4,-1,0,0,0,0,3,1,0,0
37886,1,4,Midlands,3,1,0,0,1,0,2,2,0,2
5688,0,2,North,3,1,0,1,0,0,2,3,0,2
16799,0,1,North,4,0,0,0,0,1,0,3,0,2
32646,0,4,South,3,1,0,0,0,0,1,1,0,0
49790,1,4,South,2,0,0,0,0,0,2,0,0,1
5852,0,2,Midlands,3,0,0,1,0,0,0,2,1,1
416,0,1,Midlands,4,0,0,0,0,0,3,2,0,1
49772,0,4,South,2,1,0,0,0,0,2,1,0,0
40390,1,6,Midlands,1,0,0,0,0,0,1,0,0,1
29203,1,2,Midlands,4,0,0,0,0,0,2,2,1,1
4496,1,5,North,0,0,0,-1,0,0,2,1,2,0
14834,1,5,Midlands,4,1,0,0,0,1,3,3,2,3
45892,0,3,South,4,0,0,0,1,0,0,1,0,1
40038,0,3,North,1,-1,0,0,0,0,0,1,2,0
11775,0,5,North,3,1,0,0,0,1,3,3,3,1
21193,0,2,North,4,0,0,0,0,0,2,2,1,1
13730,1,6,North,3,1,0,0,0,1,2,2,1,2
47169,1,2,South,3,0,0,0,0,0,1,1,2,1
49006,1,4,North,4,0,0,0,0,0,0,3,0,2
42698,1,3,North,3,0,0,0,0,0,2,2,2,0
33687,0,2,South,3,1,0,0,0,0,2,2,2,1
2880,1,5,South,4,0,0,0,0,0,0,1,0,1
26361,1,2,South,4,0,1,0,0,0,2,2,3,1
38629,1,1,North,3,1,0,0,0,0,2,1,1,0
29913,1,4,Midlands,2,0,0,0,0,0,2,2,2,1
41369,0,2,North,4,0,0,0,1,0,2,2,3,0
33709,1,5,North,3,1,-1,0,0,0,2,1,0,0
6533,0,3,North,2,1,0,1,0,0,2,2,2,0
5312,1,5,South,3,1,0,1,0,0,2,1,2,1
8759,0,6,North,2,0,0,1,0,0,0,1,0,1
35174,1,6,Midlands,2,-1,-1,0,0,0,1,0,0,1
36092,1,6,South,3,1,0,0,1,0,2,1,0,1
20963,1,4,North,3,1,0,0,0,0,0,1,2,1
38104,1,4,Midlands,3,1,0,0,-1,0,1,2,1,0
49535,0,2,South,3,0,0,0,0,0,2,1,1,1
14806,1,4,North,2,0,0,0,0,1,2,1,0,2
46008,1,2,Midlands,1,0,0,0,0,0,0,3,0,0
18443,1,3,South,2,0,0,0,0,0,1,1,1,0
41152,1,2,North,4,0,0,0,1,0,2,2,1,2
17057,1,3,South,1,0,0,0,0,-1,1,1,1,0
2651,0,4,Midlands,2,1,0,1,0,0,3,1,0,2
39388,1,5,South,4,-1,0,0,0,0,0,1,0,1
9774,1,1,North,3,1,0,1,0,0,2,2,2,0
5798,0,2,South,4,0,0,-1,0,0,2,2,1,2
49070,1,2,North,4,0,0,0,-1,0,1,2,2,4
43980,0,2,North,3,0,0,0,1,0,1,1,0,0
36852,0,5,Midlands,2,1,0,0,-1,0,2,1,2,1
45624,0,6,North,2,0,0,0,0,0,2,1,0,1
17923,0,3,Midlands,3,1,0,0,0,1,2,1,0,0
47197,1,1,Midlands,4,0,0,0,0,0,3,2,0,1
36362,0,4,South,4,1,0,0,1,0,1,2,1,6
11036,0,1,North,3,1,0,0,0,1,2,1,1,1
17733,0,4,South,2,1,0,0,0,0,2,2,0,0
16434,1,3,Midlands,4,1,0,0,0,1,0,3,0,2
45121,1,4,North,4,0,0,0,-1,0,1,2,0,0
5734,1,1,Midlands,4,0,0,-1,0,0,2,2,0,0
50387,0,1,South,3,0,0,0,1,0,3,1,1,0
21295,1,2,Midlands,4,1,0,0,0,0,3,2,1,1
41832,0,4,Midlands,4,0,0,0,1,0,2,2,2,1
1456,1,2,North,4,0,0,0,0,0,1,2,2,1
17598,1,5,Midlands,4,1,0,0,0,0,0,2,0,1
34380,0,2,Midlands,3,1,1,0,0,0,2,2,2,1
28942,1,5,North,2,0,1,0,0,0,3,0,1,0
23856,1,6,South,4,1,0,0,0,0,2,2,0,1
677,0,3,North,3,1,0,0,0,0,2,2,0,0
7151,1,4,North,4,0,0,1,0,0,3,2,2,1
3591,1,2,South,3,1,0,1,0,0,3,2,2,0
18555,0,2,Midlands,3,0,0,0,0,1,2,2,3,4
8793,0,2,Midlands,3,1,0,0,0,0,2,2,1,0
36356,0,1,South,4,1,0,0,-1,0,1,2,1,1
29221,1,4,South,2,0,0,0,0,0,1,1,1,2
6499,1,6,Midlands,3,-1,0,1,0,0,0,0,0,2
32772,1,7,Midlands,3,0,0,0,0,0,1,0,1,0
9536,0,3,Midlands,4,1,0,1,0,0,3,2,0,1
28491,0,5,Midlands,2,0,0,0,0,0,1,0,2,3
1529,0,4,Midlands,3,0,0,0,0,0,2,2,2,1
39249,0,5,Midlands,3,0,0,0,0,0,2,1,1,0
30149,1,4,South,3,0,0,0,0,0,1,2,2,0
43886,1,1,Midlands,3,0,0,0,0,0,2,2,2,0
17078,0,4,North,3,0,0,0,0,0,3,2,2,0
49333,1,1,South,2,1,0,0,1,0,2,1,1,1
5173,1,3,South,3,0,0,1,0,0,3,1,0,2
39313,1,5,South,2,-1,0,0,0,0,2,1,0,1
15263,1,2,South,4,0,0,0,0,1,3,2,1,2
15594,1,2,North,4,0,0,0,0,1,2,2,1,2
18004,0,3,North,3,0,0,0,0,0,2,1,1,5
11534,0,4,South,4,0,0,0,0,0,3,3,3,2
12997,0,8,South,2,1,0,0,0,1,0,0,1,2
4040,1,2,North,4,1,0,1,0,0,0,3,1,2
43136,1,6,Midlands,2,0,0,0,0,0,2,2,0,2
13448,0,3,Midlands,2,1,0,0,0,1,2,1,0,0
46316,0,5,South,4,0,0,0,0,0,3,3,3,1
45896,1,3,North,3,0,0,0,1,0,1,1,0,2
6125,1,2,South,3,1,0,1,0,0,1,1,1,1
47231,0,2,Midlands,3,0,0,0,0,0,2,2,1,1
45178,1,1,Midlands,3,0,0,0,1,0,0,2,0,1
5034,0,5,Midlands,3,0,0,0,0,0,2,1,2,0
14795,0,3,South,3,0,0,0,0,1,3,2,3,1
25495,1,1,North,4,0,0,0,0,0,3,3,2,0
14589,1,5,South,3,0,0,0,0,-1,3,1,1,1
24290,0,2,Midlands,4,-1,0,0,0,0,1,2,1,2
37224,1,1,Midlands,0,1,0,0,-1,0,0,0,0,0
4778,0,5,South,4,1,0,1,0,0,2,2,2,1
19362,1,5,South,3,0,0,0,0,0,2,1,0,1
26978,0,3,Midlands,2,0,0,0,0,0,2,0,1,0
9116,1,3,South,4,1,0,1,0,0,3,2,1,2
9283,1,6,North,3,0,0,1,0,0,2,1,1,1
15161,0,4,Midlands,3,0,0,0,0,1,3,2,0,1
21333,1,6,North,3,0,0,0,0,0,2,1,0,1
4970,1,4,Midlands,4,1,0,0,0,0,2,2,1,1
16643,0,2,South,3,0,0,0,0,1,2,2,0,0
4837,1,4,Midlands,1,0,0,1,0,0,2,2,0,5
46761,0,2,South,4,0,0,0,1,0,1,2,3,2
29086,0,5,South,2,0,0,0,0,0,0,0,0,0
45993,0,2,North,3,0,0,0,-1,0,0,1,0,1
41419,1,5,North,3,0,0,0,0,0,0,0,0,1
40455,1,1,South,3,1,0,0,0,0,2,2,0,0
49119,1,6,South,4,-1,0,0,-1,0,1,0,0,6
8983,1,1,South,4,0,0,1,0,0,2,2,0,2
14732,0,3,North,4,0,0,0,0,1,3,2,0,2
16574,0,5,North,3,1,0,0,0,1,2,2,0,1
50536,0,6,South,0,0,0,0,0,0,0,0,1,0
1173,1,3,Midlands,2,1,0,0,0,0,2,1,2,1
13402,0,3,North,1,-1,0,0,0,1,2,1,1,1
36424,0,6,Midlands,3,1,0,0,-1,0,1,0,0,1
27587,1,3,Midlands,3,0,1,0,0,0,2,1,1,0
50689,0,5,North,2,0,0,0,1,0,0,0,0,1
40322,1,4,South,2,0,0,0,0,0,2,0,1,1
38518,1,2,North,4,1,0,0,0,0,2,1,3,0
2807,1,2,Midlands,3,0,0,1,0,0,1,0,0,0
40973,0,7,South,2,0,0,0,0,0,2,1,1,1
27604,1,3,Midlands,2,0,1,0,0,0,2,1,1,1
7409,0,4,Midlands,4,0,0,1,0,0,1,3,1,1
39504,1,5,South,3,-1,0,0,0,0,2,1,0,1
30219,1,5,South,4,0,-1,0,0,0,1,2,0,0
9122,1,2,South,4,1,0,1,0,0,3,3,3,2
5899,1,2,North,4,0,0,-1,0,0,0,2,1,3
38325,1,3,Midlands,2,1,0,0,-1,0,2,0,0,0
30634,1,3,South,4,-1,1,0,0,0,1,1,2,6
9045,0,2,North,4,0,0,1,0,0,1,2,0,2
4235,0,4,North,2,1,0,1,0,0,2,0,1,2
3895,1,4,South,3,0,0,1,0,0,2,1,0,2
28391,0,6,South,3,0,0,0,0,0,0,0,0,1
8581,0,3,North,4,0,0,1,0,0,3,2,0,2
